timestamp,settlement_period,niv,demand_forecast,wind_forecast,solar_forecast,generation_forecast,interconnector_flow,day_ahead_price,system_price,temperature
2025-04-02T09:30:00Z,20,-135.0,31735.27,7977.37,5461.79,28774.8,2339.07,41.9,38.74,0.76
2025-04-02T10:00:00Z,21,-524.47,30468.07,7742.17,4856.66,28949.48,2206.17,50.67,21.96,1.02
2025-04-02T10:30:00Z,22,0.47,29496.99,8254.15,5523.98,27662.26,951.09,40.5,28.07,0.81
2025-04-02T11:00:00Z,23,322.37,29803.04,8409.23,5378.37,28159.44,1332.08,47.94,68.59,1.33
2025-04-02T11:30:00Z,24,183.94,29008.62,8712.34,5148.95,27539.22,1284.54,35.15,32.45,1.57
2025-04-02T12:00:00Z,25,733.5,29064.74,8651.79,5800.26,26647.01,1498.06,46.52,71.38,2.06
2025-04-02T12:30:00Z,26,137.01,29262.47,9049.92,5035.84,28589.79,1382.36,42.6,62.85,2.04
2025-04-02T13:00:00Z,27,245.36,28866.57,7726.72,4964.07,25538.89,2887.59,46.33,55.03,2.08
2025-04-02T13:30:00Z,28,663.49,29239.18,8445.11,6220.52,27394.51,1178.38,42.72,93.06,2.07
2025-04-02T14:00:00Z,29,-118.67,30024.2,7839.56,7317.71,29628.64,1370.27,40.52,34.54,2.38
2025-04-02T14:30:00Z,30,-185.71,30063.32,8410.49,6041.52,28621.0,1583.92,38.01,42.9,2.65
2025-04-02T15:00:00Z,31,156.15,31302.1,8206.87,5915.6,29544.05,1292.06,43.01,58.5,2.79
2025-04-02T15:30:00Z,32,469.83,31117.63,8687.24,5717.61,28941.59,2083.21,52.37,78.96,2.81
2025-04-02T16:00:00Z,33,254.93,31798.36,8656.13,4316.31,30493.67,1387.41,53.11,74.59,2.77
2025-04-02T16:30:00Z,34,122.52,33684.21,9373.85,3822.2,32744.29,994.91,61.43,68.4,2.98
2025-04-02T17:00:00Z,35,-316.46,32733.78,8869.03,2889.39,32020.49,945.59,61.11,54.05,3.08
2025-04-02T17:30:00Z,36,-97.3,33727.83,8793.63,3518.46,32284.64,1498.38,61.31,59.39,3.11
2025-04-02T18:00:00Z,37,-627.25,34656.88,8543.0,2634.65,34101.71,1647.13,66.57,17.41,3.61
2025-04-02T18:30:00Z,38,-638.13,33727.02,7251.83,1953.91,32676.7,1300.98,73.18,18.83,3.72
2025-04-02T19:00:00Z,39,-371.03,33970.87,7114.82,1337.21,33443.84,787.75,66.02,27.29,4.1
2025-04-02T19:30:00Z,40,495.43,33145.13,7575.91,798.54,31665.75,763.31,66.55,107.28,4.05
2025-04-02T20:00:00Z,41,562.36,32220.59,7435.01,187.53,30885.93,1322.18,69.63,95.05,4.14
2025-04-02T20:30:00Z,42,962.57,31484.94,7690.34,0.0,28722.71,1805.82,52.29,115.6,4.13
2025-04-02T21:00:00Z,43,578.87,29970.52,7482.67,0.0,28986.63,1444.78,61.03,88.7,3.73
2025-04-02T21:30:00Z,44,15.49,30157.17,7689.03,75.43,29332.86,963.98,55.1,69.78,4.0
2025-04-02T22:00:00Z,45,-116.15,29906.7,7953.99,77.53,28936.62,1081.16,59.18,58.51,3.88
2025-04-02T22:30:00Z,46,-238.36,29527.31,7732.48,0.0,29841.09,279.28,48.54,57.33,3.93
2025-04-02T23:00:00Z,47,-636.93,30210.6,8468.62,0.0,29229.12,1776.12,59.01,24.12,3.63
2025-04-02T23:30:00Z,48,230.23,29079.6,7959.39,135.17,27218.25,767.75,46.2,73.8,3.44
2025-04-03T00:00:00Z,1,182.41,27856.78,8446.06,0.0,25578.42,1955.71,45.03,60.21,3.1
2025-04-03T00:30:00Z,2,328.81,27770.18,8180.21,0.0,26284.43,1545.42,49.64,74.69,3.18
2025-04-03T01:00:00Z,3,217.49,27174.66,7826.16,10.68,23928.2,2508.69,44.53,47.33,3.04
2025-04-03T01:30:00Z,4,-378.79,26600.28,8208.44,0.0,24806.15,2100.91,46.35,14.78,2.91
2025-04-03T02:00:00Z,5,-257.06,26356.8,8123.97,0.0,24923.33,1838.28,41.35,41.47,2.99
2025-04-03T02:30:00Z,6,-39.98,26092.07,7689.6,0.0,24107.66,1735.66,44.65,49.14,3.02
2025-04-03T03:00:00Z,7,-72.08,26414.15,8720.97,0.0,25354.51,1493.28,48.46,41.6,2.96
2025-04-03T03:30:00Z,8,-268.92,26283.62,9295.11,0.0,24409.13,1861.94,44.75,30.6,2.43
2025-04-03T04:00:00Z,9,445.1,26927.05,9349.88,0.0,24430.39,1817.83,51.12,56.67,2.07
2025-04-03T04:30:00Z,10,367.24,26696.83,9186.58,0.0,25362.28,1230.71,43.24,71.04,1.67
2025-04-03T05:00:00Z,11,616.64,27826.54,8227.98,0.0,24270.56,2532.45,53.07,112.29,1.66
2025-04-03T05:30:00Z,12,370.31,29193.94,8153.57,0.0,27342.01,1839.66,54.97,48.35,1.56
2025-04-03T06:00:00Z,13,-41.78,29269.11,8753.37,638.82,27843.23,1846.31,59.12,42.85,1.13
2025-04-03T06:30:00Z,14,-339.6,30992.52,9182.46,1329.77,30245.56,1166.99,64.05,44.94,1.0
2025-04-03T07:00:00Z,15,-133.46,31000.99,7765.28,2098.58,29030.17,1806.33,54.97,60.84,0.61
2025-04-03T07:30:00Z,16,64.54,31435.72,8131.43,2503.45,28919.52,2334.35,49.01,49.01,0.57
2025-04-03T08:00:00Z,17,-214.94,31768.68,7671.25,2827.64,30703.91,1630.05,50.22,51.96,0.21
2025-04-03T08:30:00Z,18,-223.53,31552.41,8538.26,3735.19,29616.62,1504.41,52.61,22.97,0.37
2025-04-03T09:00:00Z,19,233.95,30549.18,8924.37,4779.04,28111.88,1816.53,41.05,47.3,0.52
2025-04-03T09:30:00Z,20,-843.47,31323.43,8918.59,4938.59,30423.22,1954.51,45.68,5.47,1.04
2025-04-03T10:00:00Z,21,-645.61,31364.31,9201.04,4335.58,28616.97,2326.04,40.31,20.82,1.34
2025-04-03T10:30:00Z,22,-26.68,30131.19,8956.17,5210.11,26971.51,2395.78,40.39,23.24,1.39
2025-04-03T11:00:00Z,23,-324.63,29753.87,9688.83,5786.35,28292.01,1730.34,36.92,33.84,1.74
2025-04-03T11:30:00Z,24,101.76,29166.46,8402.15,6531.93,27399.57,1107.9,36.65,72.06,1.62
2025-04-03T12:00:00Z,25,-452.77,29602.6,9154.41,6941.14,28903.45,1390.88,41.93,18.16,1.62
2025-04-03T12:30:00Z,26,-6.73,29079.14,8938.71,6041.36,26712.5,2058.3,39.94,30.12,1.92
2025-04-03T13:00:00Z,27,-141.99,29327.39,8351.69,4902.49,28044.04,1017.65,46.18,42.34,1.68
2025-04-03T13:30:00Z,28,-244.18,28778.3,8810.69,4541.5,27299.31,1774.76,43.46,21.89,1.93
2025-04-03T14:00:00Z,29,-486.42,29584.7,7571.55,6545.21,28155.38,2494.77,36.4,-4.57,1.96
2025-04-03T14:30:00Z,30,-356.27,30449.94,8033.82,4929.07,28870.93,1796.94,50.46,14.77,2.24
2025-04-03T15:00:00Z,31,-198.77,31266.38,7923.62,6338.63,29979.32,1473.89,43.53,18.76,2.26
2025-04-03T15:30:00Z,32,-78.6,31936.44,8587.58,4808.78,30042.12,1878.7,48.93,53.02,2.61
2025-04-03T16:00:00Z,33,-483.74,31537.55,8435.09,3828.77,31379.09,1408.98,51.62,27.07,2.85
2025-04-03T16:30:00Z,34,-630.07,32221.9,8531.54,4495.49,31557.28,999.17,62.97,27.87,3.38
2025-04-03T17:00:00Z,35,49.52,33635.69,8193.52,3264.27,31745.6,1237.36,63.32,84.49,3.58
2025-04-03T17:30:00Z,36,379.61,33410.92,8510.18,3218.91,32014.05,621.31,63.06,83.76,3.58
2025-04-03T18:00:00Z,37,62.16,34238.16,8992.74,2634.61,34084.43,502.53,70.23,68.87,3.68
2025-04-03T18:30:00Z,38,-342.96,33031.08,9183.45,1403.67,32246.03,1021.21,60.9,30.92,3.51
2025-04-03T19:00:00Z,39,79.74,33342.18,9728.59,1310.84,32417.15,754.34,68.95,77.76,3.71
2025-04-03T19:30:00Z,40,646.32,32842.58,10394.3,597.33,31146.55,751.85,58.76,102.67,3.91
2025-04-03T20:00:00Z,41,542.35,32423.03,8735.83,149.64,32012.94,606.76,63.13,88.63,4.49
2025-04-03T20:30:00Z,42,468.46,31090.46,8347.47,76.22,29706.24,985.0,58.63,103.57,4.35
2025-04-03T21:00:00Z,43,379.9,30028.86,7936.0,167.07,28675.49,807.88,55.36,62.12,4.26
2025-04-03T21:30:00Z,44,113.96,30360.77,8562.51,0.0,29845.32,1182.92,56.52,53.08,4.08
2025-04-03T22:00:00Z,45,101.76,30025.95,8284.81,164.42,28895.82,901.21,60.27,98.82,4.04
2025-04-03T22:30:00Z,46,203.15,29853.64,8861.92,0.0,28460.67,929.82,63.44,78.72,4.01
2025-04-03T23:00:00Z,47,212.71,28988.84,8025.75,17.45,27721.18,1206.99,44.68,39.06,3.86
2025-04-03T23:30:00Z,48,54.89,29285.07,8009.8,0.0,28528.65,595.17,59.69,50.17,3.94
2025-04-04T00:00:00Z,1,-273.57,27786.83,7857.91,0.0,27082.35,1115.51,50.46,38.81,3.65
2025-04-04T00:30:00Z,2,-145.57,27830.01,8623.36,20.98,25590.96,2147.71,47.37,36.02,3.67
2025-04-04T01:00:00Z,3,198.47,26910.56,8236.93,0.0,24741.93,1951.09,46.79,62.57,3.57
2025-04-04T01:30:00Z,4,-458.2,25885.55,8191.33,61.4,25043.63,1702.43,50.76,31.78,3.35
2025-04-04T02:00:00Z,5,-497.9,26354.75,8668.03,0.0,25591.72,1059.48,48.22,18.59,3.05
2025-04-04T02:30:00Z,6,-318.07,26273.01,8598.63,4.68,25480.95,1329.18,42.18,-8.7,3.36
2025-04-04T03:00:00Z,7,-464.21,26438.1,9062.63,0.0,25225.8,1745.95,47.73,9.8,2.95
2025-04-04T03:30:00Z,8,-173.0,25689.93,8746.12,0.0,23369.1,2090.68,42.81,28.49,2.8
2025-04-04T04:00:00Z,9,-13.86,26516.27,8352.27,77.0,24801.23,1668.55,42.95,39.01,2.43
2025-04-04T04:30:00Z,10,-139.16,27496.15,8393.54,0.0,25268.02,2253.13,42.55,44.45,2.63
2025-04-04T05:00:00Z,11,-374.03,27710.76,8613.3,0.0,26891.18,1953.39,43.89,37.39,2.65
2025-04-04T05:30:00Z,12,400.71,28387.22,8205.58,0.0,24799.2,2453.03,51.88,59.92,2.34
2025-04-04T06:00:00Z,13,284.83,30177.55,8600.18,761.77,27813.84,2266.95,49.32,42.01,2.32
2025-04-04T06:30:00Z,14,48.65,29732.06,8880.11,1281.21,27344.98,2490.38,51.12,54.52,2.27
2025-04-04T07:00:00Z,15,268.0,31453.0,9138.91,1504.74,28514.05,2092.88,56.5,70.91,2.08
2025-04-04T07:30:00Z,16,686.69,31891.29,8370.1,2504.95,28911.54,1842.73,50.88,93.32,2.19
2025-04-04T08:00:00Z,17,572.28,31613.84,8382.89,3033.25,28759.05,2463.87,49.41,84.03,2.26
2025-04-04T08:30:00Z,18,154.24,31664.31,8399.44,3379.76,29743.91,2126.4,43.25,29.65,2.32
2025-04-04T09:00:00Z,19,-12.79,31377.27,8046.53,5449.1,29743.58,2114.79,50.86,52.36,2.35
2025-04-04T09:30:00Z,20,-409.79,31015.32,7451.69,5924.66,29593.89,2212.87,49.24,16.28,2.51
2025-04-04T10:00:00Z,21,-304.28,30157.92,,6705.32,27895.39,2490.53,42.22,16.58,2.66
2025-04-04T10:30:00Z,22,-150.22,29732.63,7358.23,6776.04,27307.53,2106.38,38.86,19.87,2.8
2025-04-04T11:00:00Z,23,-43.42,29360.48,6382.55,6999.8,27004.18,2348.96,40.71,42.49,2.8
2025-04-04T11:30:00Z,24,-10.09,29098.08,5753.09,8284.25,28018.44,747.46,40.26,44.66,3.35
2025-04-04T12:00:00Z,25,-144.98,28963.26,6663.79,7431.5,27202.84,1990.28,41.27,9.71,3.3
2025-04-04T12:30:00Z,26,-405.9,28124.6,6102.86,8152.5,25533.64,2350.57,37.02,-4.0,3.6
2025-04-04T13:00:00Z,27,-374.03,29246.6,5645.19,8625.94,27027.6,2125.65,39.89,18.55,3.74
2025-04-04T13:30:00Z,28,-523.39,29216.66,5915.31,8374.13,28477.92,1124.85,43.98,19.75,4.35
2025-04-04T14:00:00Z,29,-49.39,29001.72,6521.96,7302.63,27259.19,1219.29,44.23,56.33,4.37
2025-04-04T14:30:00Z,30,-460.18,30133.59,7212.94,6958.36,28547.81,2265.46,52.13,20.18,4.44
2025-04-04T15:00:00Z,31,-31.51,30704.6,6967.03,6230.42,27375.48,2521.9,53.0,54.18,4.45
2025-04-04T15:30:00Z,32,-54.56,32074.9,7487.23,6007.88,30652.36,1590.01,46.32,47.59,4.74
2025-04-04T16:00:00Z,33,124.75,31976.85,7770.79,5500.41,28505.78,2946.66,52.47,48.45,4.64
2025-04-04T16:30:00Z,34,-15.31,33136.63,6435.52,4196.79,32751.04,1188.21,60.86,53.01,4.73
2025-04-04T17:00:00Z,35,222.62,33971.25,5730.65,4106.48,32020.87,1826.46,62.27,66.9,4.44
2025-04-04T17:30:00Z,36,216.79,33454.11,5145.17,4262.7,32667.9,814.3,67.16,88.41,4.65
2025-04-04T18:00:00Z,37,185.43,33825.19,4989.26,3495.21,32254.42,1429.77,73.41,93.11,4.68
2025-04-04T18:30:00Z,38,-51.32,34467.52,5094.85,2423.78,34095.51,630.93,71.99,76.12,4.46
2025-04-04T19:00:00Z,39,115.76,33475.09,5174.13,1760.46,31876.97,1483.94,72.74,91.27,4.79
2025-04-04T19:30:00Z,40,779.37,33010.14,5113.42,718.73,31110.76,914.76,72.81,119.08,4.56
2025-04-04T20:00:00Z,41,755.51,32033.43,5325.14,107.61,31101.81,771.46,71.87,102.01,4.76
2025-04-04T20:30:00Z,42,376.07,31821.42,5704.82,0.0,30504.59,1913.64,63.72,76.41,4.61
2025-04-04T21:00:00Z,43,283.21,30849.65,5272.11,183.47,29382.79,1516.48,72.79,103.53,4.93
2025-04-04T21:30:00Z,44,950.44,29491.45,5653.44,41.34,27363.5,921.63,63.58,114.13,5.02
2025-04-04T22:00:00Z,45,521.58,29638.97,5276.47,0.0,28704.12,1018.56,59.27,85.98,4.7
2025-04-04T22:30:00Z,46,188.42,28903.8,5674.75,13.32,28231.6,666.71,68.3,63.39,4.38
2025-04-04T23:00:00Z,47,-124.59,29183.41,6031.88,0.0,28469.01,1122.94,56.09,37.48,4.37
2025-04-04T23:30:00Z,48,-234.53,28549.42,6515.9,0.0,27943.38,1154.39,52.87,36.47,4.14
2025-04-05T00:00:00Z,1,90.57,25875.07,6445.91,0.0,23543.84,1829.73,49.53,64.17,3.95
2025-04-05T00:30:00Z,2,325.45,25372.15,6482.22,0.0,23428.21,1797.38,49.14,65.35,4.03
2025-04-05T01:00:00Z,3,579.99,24489.25,5933.82,25.13,22578.42,1325.48,51.37,53.88,3.64
2025-04-05T01:30:00Z,4,151.88,24509.14,5235.73,0.0,23064.01,1364.03,53.86,63.75,3.44
2025-04-05T02:00:00Z,5,114.02,24742.21,5234.27,0.0,21718.13,2710.03,49.8,62.97,3.42
2025-04-05T02:30:00Z,6,89.04,24820.14,5957.75,84.7,22352.44,2338.05,48.96,64.27,3.37
2025-04-05T03:00:00Z,7,-97.01,23918.75,5762.7,68.53,21247.77,2415.35,40.47,34.03,3.11
2025-04-05T03:30:00Z,8,-342.21,23968.61,5822.63,0.0,22307.46,2020.85,53.46,27.38,2.82
2025-04-05T04:00:00Z,9,-638.07,25580.9,5920.51,0.0,25201.86,1540.65,45.53,-2.12,2.23
2025-04-05T04:30:00Z,10,-187.09,25210.19,5406.07,0.0,22704.4,2296.1,50.56,46.64,1.81
2025-04-05T05:00:00Z,11,-212.41,25886.38,5742.75,100.67,24422.18,1870.42,54.8,41.45,1.72
2025-04-05T05:30:00Z,12,53.28,26292.27,6216.91,0.0,22497.49,3430.7,47.39,34.33,1.54
2025-04-05T06:00:00Z,13,1279.37,27541.9,6012.97,814.93,23478.86,1846.66,56.46,129.94,1.44
2025-04-05T06:30:00Z,14,452.64,29021.18,5954.7,2041.85,26272.3,2858.64,49.59,79.4,1.58
2025-04-05T07:00:00Z,15,388.71,29123.64,5398.37,2492.12,27152.41,2087.48,54.62,80.0,1.25
2025-04-05T07:30:00Z,16,-210.45,30001.61,5608.12,3343.04,28967.46,2206.96,53.72,51.88,1.16
2025-04-05T08:00:00Z,17,-240.68,29814.65,5377.8,4188.65,27321.83,2860.14,42.94,2.96,1.2
2025-04-05T08:30:00Z,18,-54.31,29328.88,5342.88,5182.56,27423.23,1672.43,48.03,43.01,1.07
2025-04-05T09:00:00Z,19,457.02,29190.68,5493.99,5167.9,25330.31,2728.8,44.36,56.94,1.44
2025-04-05T09:30:00Z,20,-234.32,28547.95,5438.41,6242.83,26807.58,1908.39,50.72,34.49,1.73
2025-04-05T10:00:00Z,21,-526.25,28598.75,4865.19,6940.08,26795.27,2391.56,42.34,22.69,1.9
2025-04-05T10:30:00Z,22,-1018.64,28534.53,5016.2,7500.29,27728.97,2481.24,40.64,-6.82,2.43
2025-04-05T11:00:00Z,23,-979.18,27673.99,4899.8,8654.99,25385.61,2354.7,36.4,-10.21,2.25
2025-04-05T11:30:00Z,24,-714.82,27196.28,4485.1,8285.29,26325.13,1367.14,34.64,-33.7,2.43
2025-04-05T12:00:00Z,25,-433.25,26848.86,3565.84,7458.46,25220.17,1662.3,46.06,33.93,2.71
2025-04-05T12:30:00Z,26,-261.14,27332.52,4500.95,7561.43,25862.12,1898.2,27.42,19.34,2.72
2025-04-05T13:00:00Z,27,-459.55,26763.74,4944.28,9135.65,25658.78,1306.72,37.32,25.86,3.02
2025-04-05T13:30:00Z,28,31.66,27047.33,4286.51,6909.5,24308.74,1884.02,44.84,57.84,3.01
2025-04-05T14:00:00Z,29,-153.96,28283.04,4613.54,8255.68,26177.92,2130.38,35.58,10.31,3.4
2025-04-05T14:30:00Z,30,-319.95,28256.21,4603.02,7303.94,26725.06,1361.96,44.53,8.05,3.87
2025-04-05T15:00:00Z,31,-285.64,28832.03,4198.79,8411.11,26984.74,1960.13,45.73,18.76,4.17
2025-04-05T15:30:00Z,32,-321.21,29545.37,3894.41,6389.07,28613.31,1491.5,52.47,29.56,3.98
2025-04-05T16:00:00Z,33,-54.76,30612.37,4060.69,6131.25,29566.92,1567.9,56.01,49.96,3.99
2025-04-05T16:30:00Z,34,66.95,31012.17,4786.14,6266.64,29033.14,1719.23,49.92,78.97,4.32
2025-04-05T17:00:00Z,35,-121.74,31148.64,4274.65,4806.37,29343.98,1920.58,59.55,35.56,4.51
2025-04-05T17:30:00Z,36,180.6,31511.65,4176.49,3897.63,30162.75,894.14,68.39,73.44,4.08
2025-04-05T18:00:00Z,37,485.7,31853.24,4579.74,3257.78,29307.71,1756.81,67.6,97.31,4.5
2025-04-05T18:30:00Z,38,867.14,31945.66,4512.7,2454.5,29816.3,1728.57,65.71,116.12,4.64
2025-04-05T19:00:00Z,39,563.59,31452.88,4295.08,1754.2,29916.4,1388.54,68.81,96.35,4.55
2025-04-05T19:30:00Z,40,484.31,30887.42,4683.78,991.65,30312.33,839.49,68.48,102.18,4.83
2025-04-05T20:00:00Z,41,-380.34,30319.98,4886.34,0.0,30602.85,1570.87,66.18,75.66,4.7
2025-04-05T20:30:00Z,42,-33.16,29601.94,5574.71,58.78,28321.38,1549.1,63.49,56.57,4.55
2025-04-05T21:00:00Z,43,327.23,28622.66,5223.85,0.0,26621.18,1284.67,60.53,92.88,4.6
2025-04-05T21:30:00Z,44,25.43,28846.81,4784.74,0.0,27207.93,1762.05,60.77,58.51,4.93
2025-04-05T22:00:00Z,45,467.09,27675.85,5127.91,0.0,26412.69,1138.57,51.82,62.14,5.19
2025-04-05T22:30:00Z,46,39.95,27559.65,4826.17,89.45,26586.81,1784.88,62.12,74.26,5.14
2025-04-05T23:00:00Z,47,530.9,26340.73,4166.98,43.95,24383.97,1566.16,58.25,97.84,5.08
2025-04-05T23:30:00Z,48,550.71,26942.65,4109.96,0.0,25216.66,1957.79,52.83,91.68,5.08
2025-04-06T00:00:00Z,1,-80.85,25187.57,4039.16,0.0,24744.14,1155.74,54.72,76.72,4.63
2025-04-06T00:30:00Z,2,102.55,24922.84,3794.14,69.6,24334.94,546.28,56.52,42.94,4.57
2025-04-06T01:00:00Z,3,417.01,26058.36,4083.13,0.0,24368.37,1280.63,53.46,84.37,4.18
2025-04-06T01:30:00Z,4,-5.44,24819.15,3952.83,0.0,23436.4,1967.01,54.48,41.81,4.02
2025-04-06T02:00:00Z,5,231.13,24993.47,4306.76,0.0,21925.54,2916.55,49.57,64.67,3.73
2025-04-06T02:30:00Z,6,-129.96,24685.2,4339.14,0.0,23527.99,2216.18,54.67,41.27,3.61
2025-04-06T03:00:00Z,7,-141.65,24720.51,4176.21,61.12,21857.26,2781.72,48.96,45.87,3.4
2025-04-06T03:30:00Z,8,261.54,24345.83,4056.4,20.43,21754.95,2512.96,46.38,62.14,2.5
2025-04-06T04:00:00Z,9,37.66,25423.65,4079.42,0.0,24557.07,1258.35,46.74,52.25,2.34
2025-04-06T04:30:00Z,10,-27.64,25569.38,4266.13,0.0,23435.12,2280.93,45.03,29.7,2.29
2025-04-06T05:00:00Z,11,302.78,25855.74,4578.92,0.0,23134.65,1974.27,63.94,88.19,2.22
2025-04-06T05:30:00Z,12,208.37,26714.34,4109.06,0.0,24430.13,1877.36,50.78,46.71,2.04
2025-04-06T06:00:00Z,13,594.73,27381.48,4569.4,1085.15,24660.78,2333.8,54.64,95.43,2.28
2025-04-06T06:30:00Z,14,744.11,28297.07,4764.88,1886.86,24928.3,2497.79,51.57,89.31,2.24
2025-04-06T07:00:00Z,15,473.6,28986.44,5595.1,2327.87,26956.31,1523.94,53.86,85.81,2.26
2025-04-06T07:30:00Z,16,380.17,29698.65,5031.04,3287.32,27922.94,1930.9,62.03,67.25,2.44
2025-04-06T08:00:00Z,17,-173.76,30541.3,6568.09,4345.73,28928.88,2039.12,47.71,50.52,2.5
2025-04-06T08:30:00Z,18,-174.22,29242.66,6042.26,4947.94,26936.49,2227.09,41.54,24.14,2.31
2025-04-06T09:00:00Z,19,-369.84,29966.6,6651.88,4868.92,27926.23,2604.54,44.89,19.03,1.81
2025-04-06T09:30:00Z,20,-400.08,28861.19,6668.82,5147.03,26418.23,1904.28,44.43,11.71,1.79
2025-04-06T10:00:00Z,21,-721.82,29041.97,6418.32,5954.13,27831.17,2413.4,44.8,3.49,2.06
2025-04-06T10:30:00Z,22,-844.06,27855.79,6730.46,5938.45,25610.85,3086.84,37.87,4.11,2.12
2025-04-06T11:00:00Z,23,-1010.99,27773.16,6590.27,7131.11,26131.93,2114.02,41.24,-8.63,2.45
2025-04-06T11:30:00Z,24,-438.52,27251.24,7163.85,6859.8,25269.71,2211.53,34.27,2.67,2.66
2025-04-06T12:00:00Z,25,-21.01,26435.17,6746.29,6212.98,23450.45,1881.03,34.54,41.75,3.14
2025-04-06T12:30:00Z,26,-967.86,27918.36,6832.48,8049.95,27280.01,1591.22,30.72,-18.61,3.28
2025-04-06T13:00:00Z,27,-563.98,26881.67,6933.82,7840.25,24770.05,1630.6,41.24,18.63,3.61
2025-04-06T13:30:00Z,28,-516.89,27561.99,6957.71,6408.66,25303.13,2166.62,36.16,-11.25,3.94
2025-04-06T14:00:00Z,29,-223.19,27434.35,6262.94,6648.56,25865.19,1251.11,46.96,44.72,4.5
2025-04-06T14:30:00Z,30,-330.73,27791.64,6152.81,7554.34,26279.78,1393.79,35.46,6.4,4.35
2025-04-06T15:00:00Z,31,-273.44,28862.73,6337.06,5969.2,27485.52,1369.35,42.94,22.39,4.48
2025-04-06T15:30:00Z,32,-742.73,29353.78,6488.24,5914.88,28965.51,1816.2,48.72,-5.66,4.88
2025-04-06T16:00:00Z,33,-431.06,29788.58,6170.93,5659.82,28262.14,1411.71,48.83,46.54,5.43
2025-04-06T16:30:00Z,34,-333.26,30916.68,5803.51,5019.82,29465.47,1352.62,55.64,43.22,5.66
2025-04-06T17:00:00Z,35,-291.53,30821.87,4900.03,4574.65,29866.07,1334.57,51.68,50.23,5.76
2025-04-06T17:30:00Z,36,-242.61,31860.58,5169.95,3939.72,30477.55,1555.46,58.61,45.0,6.07
2025-04-06T18:00:00Z,37,-153.89,31873.3,5420.0,3150.76,30286.6,2037.82,67.19,49.36,6.38
2025-04-06T18:30:00Z,38,-614.04,30740.05,4861.27,2475.07,29649.74,2072.59,67.15,28.69,6.39
2025-04-06T19:00:00Z,39,-193.51,31234.14,5468.34,1810.11,30111.7,883.62,61.54,51.28,6.53
2025-04-06T19:30:00Z,40,-328.78,31133.29,6317.23,731.19,30513.73,1479.91,64.77,30.58,6.82
2025-04-06T20:00:00Z,41,-20.74,29833.67,5849.7,58.39,28035.37,1809.76,58.26,50.17,7.23
2025-04-06T20:30:00Z,42,438.71,29828.5,5132.45,21.15,27127.45,2314.9,67.1,76.21,7.35
2025-04-06T21:00:00Z,43,467.84,29135.19,4889.74,22.42,27642.55,970.21,68.8,76.66,7.29
2025-04-06T21:30:00Z,44,-66.98,27924.08,5254.21,0.0,26697.97,1604.18,51.78,51.18,7.17
2025-04-06T22:00:00Z,45,189.26,27868.88,5289.39,150.16,26146.61,1997.03,58.87,95.01,7.17
2025-04-06T22:30:00Z,46,52.77,27849.75,5458.38,30.6,26399.57,1335.3,49.51,64.32,6.98
2025-04-06T23:00:00Z,47,-170.07,26840.73,5601.92,102.43,25732.22,1410.24,59.08,61.77,6.84
2025-04-06T23:30:00Z,48,171.89,26937.6,5361.81,196.44,25110.78,1495.32,63.73,71.06,6.4
2025-04-07T00:00:00Z,1,-287.53,28045.31,5014.07,86.67,27112.37,2005.45,57.24,50.47,6.51
2025-04-07T00:30:00Z,2,112.91,26865.35,5110.27,27.09,24675.78,1764.89,49.11,59.16,6.02
2025-04-07T01:00:00Z,3,-60.1,27104.57,5217.42,0.0,24961.17,2168.91,53.1,37.81,5.67
2025-04-07T01:30:00Z,4,412.29,26138.12,5190.81,0.0,23209.23,1733.77,52.94,66.96,5.44
2025-04-07T02:00:00Z,5,-124.17,26287.39,5156.75,190.88,24575.69,2624.19,54.57,46.86,5.63
2025-04-07T02:30:00Z,6,-328.77,26399.83,5002.47,29.77,24988.65,2347.26,48.23,42.36,5.27
2025-04-07T03:00:00Z,7,-267.56,25154.09,5195.36,0.0,23674.84,1358.44,47.67,49.53,4.87
2025-04-07T03:30:00Z,8,-165.44,26091.99,5615.8,0.0,23560.48,2512.93,55.05,55.37,4.5
2025-04-07T04:00:00Z,9,308.08,26807.83,5066.76,0.0,24381.44,1576.68,55.62,102.08,4.63
2025-04-07T04:30:00Z,10,284.04,27192.74,5426.7,0.0,24843.85,2048.4,50.76,64.78,3.79
2025-04-07T05:00:00Z,11,7.18,27503.66,5531.62,0.0,25194.79,2306.44,62.09,55.4,3.38
2025-04-07T05:30:00Z,12,164.98,28016.47,6145.77,0.0,25782.99,2136.5,51.96,53.86,3.81
2025-04-07T06:00:00Z,13,575.59,29600.83,5062.38,987.46,25641.88,2708.88,49.94,80.77,3.79
2025-04-07T06:30:00Z,14,529.12,30026.29,6178.23,1477.08,26688.81,3326.81,51.08,63.34,3.42
2025-04-07T07:00:00Z,15,361.23,31130.0,6845.24,2218.37,29340.01,1454.16,61.7,70.68,3.31
2025-04-07T07:30:00Z,16,887.66,31588.41,7676.99,3527.79,28630.21,2132.32,55.12,109.71,3.26
2025-04-07T08:00:00Z,17,941.9,31491.04,7530.92,2604.72,28257.68,2471.86,55.35,120.27,3.42
2025-04-07T08:30:00Z,18,654.79,32112.42,7649.18,3290.72,29047.6,2297.56,56.61,81.78,3.81
2025-04-07T09:00:00Z,19,116.5,31110.17,8560.85,4602.12,30051.08,1462.19,47.98,37.21,3.92
